x,y,z,t,label
288.36706799999996,56.347587999999995,201.0,0.0,0.0
206.4973372,16.9042764,201.0,0.0,1.0
104.7402224,31.8198144,201.0,0.0,2.0
292.3445448,314.88358,201.0,0.0,3.0
173.3516972,61.319433999999994,201.0,0.0,4.0
195.8907324,115.34682719999999,201.0,0.0,5.0
170.0371332,120.981586,201.0,0.0,6.0
217.103942,131.91964719999999,201.0,0.0,7.0
163.7394616,131.2567344,201.0,0.0,8.0
273.1200736,13.258256,201.0,0.0,9.0
238.648608,16.2413636,201.0,0.0,10.0
220.7499624,235.33404399999998,201.0,0.0,11.0
121.3130424,9.6122356,201.0,0.0,12.0
161.75072319999998,75.5720592,201.0,0.0,13.0
210.1433576,66.6227364,201.0,0.0,14.0
182.30102,45.0780704,201.0,0.0,15.0
204.8400552,301.2938676,201.0,0.0,16.0
270.7998788,139.8746008,201.0,0.0,17.0
266.1594892,143.8520776,201.0,0.0,18.0
228.704916,299.6365856,201.0,0.0,19.0
285.7154168,322.1756208,201.0,0.0,20.0
66.6227364,176.66626119999998,201.0,0.0,21.0
282.06939639999996,292.6760012,201.0,0.0,22.0
258.2045356,152.1384876,201.0,0.0,23.0
72.920408,59.9936084,201.0,0.0,24.0
255.22142799999997,195.2278196,201.0,0.0,25.0
213.12646519999998,194.8963632,201.0,0.0,26.0
67.2856492,241.63171559999998,201.0,0.0,27.0
235.33404399999998,199.8682092,201.0,0.0,28.0
269.1425968,65.6283672,201.0,0.0,29.0
264.5022072,22.5390352,201.0,0.0,30.0
285.3839604,267.8167712,201.0,0.0,31.0
248.5923,199.5367528,201.0,0.0,32.0
281.4064836,311.569016,201.0,0.0,33.0
290.02434999999997,52.038654799999996,201.0,0.0,34.0
279.0862888,16.57282,201.0,0.0,35.0
274.1144428,315.2150364,201.0,0.0,36.0
2.8173794,107.3918736,201.0,0.0,37.0
205.1715116,44.4151576,201.0,0.0,38.0
239.9744336,323.8329028,201.0,0.0,39.0
210.1433576,182.96393279999998,201.0,0.0,40.0
235.33404399999998,321.8441644,201.0,0.0,41.0
197.5480144,41.43205,201.0,0.0,42.0
118.32993479999999,318.19814399999996,201.0,0.0,43.0
237.6542388,190.58742999999998,201.0,0.0,44.0
253.564146,7.2920408,201.0,0.0,45.0
299.6365856,117.3355656,201.0,0.0,46.0
10.6066048,233.01384919999998,201.0,0.0,47.0
130.2623652,98.7740072,201.0,0.0,48.0
206.1658808,51.044285599999995,201.0,0.0,49.0
215.1152036,34.1400092,201.0,0.0,50.0
225.0588956,64.63399799999999,201.0,0.0,51.0
300.96241119999996,307.9229956,201.0,0.0,52.0
217.103942,229.2021006,201.0,0.0,53.0
93.4707048,47.0668088,201.0,0.0,54.0
164.40237439999999,61.650890399999994,201.0,0.0,55.0
288.0356116,98.44255079999999,201.0,0.0,56.0
254.8899716,246.2721052,201.0,0.0,57.0
58.00487,249.9181256,201.0,0.0,58.0
262.8449252,140.86897,201.0,0.0,59.0
84.521382,170.700046,201.0,0.0,60.0
196.2221888,272.12570439999996,201.0,0.0,61.0
155.784508,319.1925132,201.0,0.0,62.0
230.0307416,180.9751944,201.0,0.0,63.0
180.64373799999998,272.12570439999996,201.0,0.0,64.0
198.2109272,265.82803279999996,201.0,0.0,65.0
181.9695636,115.6782836,201.0,0.0,66.0
195.2278196,61.650890399999994,201.0,0.0,67.0
275.108812,213.12646519999998,201.0,0.0,68.0
159.4305284,26.516512,201.0,0.0,69.0
283.395222,152.469944,201.0,0.0,70.0
292.3445448,68.2800184,201.0,0.0,71.0
272.7886172,186.2784968,201.0,0.0,72.0
8.6178664,107.3918736,201.0,0.0,73.0
233.676762,312.8948416,201.0,0.0,74.0
9.6122356,223.2358854,201.0,0.0,75.0
204.8400552,35.7972912,201.0,0.0,76.0
74.9091464,240.63734639999998,201.0,0.0,77.0
193.2390812,263.1763816,201.0,0.0,78.0
194.23345039999998,47.7297216,201.0,0.0,79.0
16.2413636,237.98569519999998,201.0,0.0,80.0
200.53112199999998,79.54953599999999,201.0,0.0,81.0
161.75072319999998,91.15051,201.0,0.0,82.0
168.3798512,71.9260388,201.0,0.0,83.0
237.819967,291.3501756,201.0,0.0,84.0
294.996196,231.0251108,201.0,0.0,85.0
61.319433999999994,137.8858624,201.0,0.0,86.0
285.052504,315.8779492,201.0,0.0,87.0
75.5720592,171.3629588,201.0,0.0,88.0
211.1377268,295.3276524,201.0,0.0,89.0
165.0652872,79.2180796,201.0,0.0,90.0
283.72667839999997,50.712829199999995,201.0,0.0,91.0
134.23984199999998,87.17303319999999,201.0,0.0,92.0
62.976715999999996,253.564146,201.0,0.0,93.0
189.26160439999998,251.2439512,201.0,0.0,94.0
9.2807792,122.9703244,201.0,0.0,95.0
170.36858959999998,127.61071399999999,201.0,0.0,96.0
281.4064836,207.4917064,201.0,0.0,97.0
178.986456,122.9703244,201.0,0.0,98.0
46.072439599999996,186.9414096,201.0,0.0,99.0
247.2664744,30.1625324,201.0,0.0,100.0
273.78298639999997,307.9229956,201.0,0.0,101.0
300.2994984,137.2229496,201.0,0.0,102.0
49.3870036,245.60919239999998,201.0,0.0,103.0
77.5607976,254.8899716,201.0,0.0,104.0
87.5044896,267.1538584,201.0,0.0,105.0
255.55288439999998,20.8817532,201.0,0.0,106.0
249.25521279999998,190.9188864,201.0,0.0,107.0
239.9744336,134.23984199999998,201.0,0.0,108.0
87.5044896,45.740983199999995,201.0,0.0,109.0
268.47968399999996,310.90610319999996,201.0,0.0,110.0
122.9703244,108.0547864,201.0,0.0,111.0
234.33967479999998,38.117486,201.0,0.0,112.0
273.45153,275.4402684,201.0,0.0,113.0
81.53827439999999,235.0025876,201.0,0.0,114.0
192.5761684,110.3749812,201.0,0.0,115.0
69.9373004,237.3227824,201.0,0.0,116.0
284.72104759999996,284.0581348,201.0,0.0,117.0
239.31152079999998,9.943691999999999,201.0,0.0,118.0
294.66473959999996,17.567189199999998,201.0,0.0,119.0
271.13133519999997,191.91325559999999,201.0,0.0,120.0
270.4684224,14.915538,201.0,0.0,121.0
164.40237439999999,126.9478012,201.0,0.0,122.0
216.1095728,191.91325559999999,201.0,0.0,123.0
263.507838,188.5986916,201.0,0.0,124.0
203.5142296,116.00974,201.0,0.0,125.0
47.7297216,142.8577084,201.0,0.0,126.0
242.95754119999998,214.12083439999998,201.0,0.0,127.0
2.3201948,182.96393279999998,201.0,0.0,128.0
85.5157512,261.3533714,201.0,0.0,129.0
153.7957696,83.8584692,201.0,0.0,130.0
110.3749812,291.681632,201.0,0.0,131.0
292.01308839999996,220.41850599999998,201.0,0.0,132.0
200.1996656,72.2574952,201.0,0.0,133.0
273.45153,121.97595519999999,201.0,0.0,134.0
250.9124948,228.3734596,201.0,0.0,135.0
191.2503428,113.35808879999999,201.0,0.0,136.0
255.8843408,219.09268039999998,201.0,0.0,137.0
175.34043559999998,217.76685479999998,201.0,0.0,138.0
5.9662152,125.95343199999999,201.0,0.0,139.0
146.1722724,318.5296004,201.0,0.0,140.0
42.7578756,133.9083856,201.0,0.0,141.0
182.96393279999998,231.3565672,201.0,0.0,142.0
264.5022072,76.8978848,201.0,0.0,143.0
84.8528384,229.36782879999998,201.0,0.0,144.0
77.2293412,263.507838,201.0,0.0,145.0
177.99208679999998,224.06452639999998,201.0,0.0,146.0
16.57282,226.3847212,201.0,0.0,147.0
67.948562,161.75072319999998,201.0,0.0,148.0
294.996196,106.7289608,201.0,0.0,149.0
211.1377268,288.6985244,201.0,0.0,150.0
198.2109272,58.6677828,201.0,0.0,151.0
195.06209139999999,233.01384919999998,201.0,0.0,152.0
55.3532188,182.30102,201.0,0.0,153.0
226.3847212,285.7154168,201.0,0.0,154.0
120.31867319999999,99.7683764,201.0,0.0,155.0
57.010500799999996,242.2946284,201.0,0.0,156.0
183.958302,89.8246844,201.0,0.0,157.0
89.8246844,250.9124948,201.0,0.0,158.0
67.948562,246.93501799999999,201.0,0.0,159.0
278.0919196,64.9654544,201.0,0.0,160.0
247.5979308,3.1488357999999996,201.0,0.0,161.0
294.3332832,226.3847212,201.0,0.0,162.0
217.4353984,202.5198604,201.0,0.0,163.0
90.81905359999999,51.044285599999995,201.0,0.0,164.0
216.1095728,219.09268039999998,201.0,0.0,165.0
63.9710852,264.83366359999997,201.0,0.0,166.0
35.465834799999996,143.8520776,201.0,0.0,167.0
182.96393279999998,264.1707508,201.0,0.0,168.0
158.60188739999998,77.5607976,201.0,0.0,169.0
290.02434999999997,184.28975839999998,201.0,0.0,170.0
196.88510159999998,70.6002132,201.0,0.0,171.0
180.64373799999998,61.982346799999995,201.0,0.0,172.0
196.88510159999998,54.3588496,201.0,0.0,173.0
296.653478,128.6050832,201.0,0.0,174.0
255.8843408,184.6212148,201.0,0.0,175.0
42.4264192,130.2623652,201.0,0.0,176.0
295.6591088,214.4522908,201.0,0.0,177.0
261.18764319999997,202.188404,201.0,0.0,178.0
1.9887384,117.9984784,201.0,0.0,179.0
237.6542388,31.156901599999998,201.0,0.0,180.0
279.0862888,129.26799599999998,201.0,0.0,181.0
185.9470404,127.61071399999999,201.0,0.0,182.0
256.2157972,81.8697308,201.0,0.0,183.0
201.85694759999998,24.5277736,201.0,0.0,184.0
225.39035199999998,322.8385336,201.0,0.0,185.0
302.6196932,26.516512,201.0,0.0,186.0
145.840816,137.8858624,201.0,0.0,187.0
155.784508,179.31791239999998,201.0,0.0,188.0
301.625324,60.6565212,201.0,0.0,189.0
211.80063959999998,24.5277736,201.0,0.0,190.0
230.0307416,46.7353524,201.0,0.0,191.0
235.33404399999998,184.9526712,201.0,0.0,192.0
292.6760012,132.91401639999998,201.0,0.0,193.0
154.12722599999998,303.61406239999997,201.0,0.0,194.0
233.01384919999998,85.18429479999999,201.0,0.0,195.0
247.2664744,246.60356159999998,201.0,0.0,196.0
286.0468732,108.0547864,201.0,0.0,197.0
81.53827439999999,99.1054636,201.0,0.0,198.0
194.23345039999998,35.134378399999996,201.0,0.0,199.0
273.45153,149.15537999999998,201.0,0.0,200.0
176.3348048,185.61558399999998,201.0,0.0,201.0
207.16025,57.341957199999996,201.0,0.0,202.0
267.1538584,106.066048,201.0,0.0,203.0
1.3258256,131.2567344,201.0,0.0,204.0
211.1377268,117.16983739999999,201.0,0.0,205.0
310.5746468,78.8866232,201.0,0.0,206.0
212.79500879999998,29.831076,201.0,0.0,207.0
277.7604632,83.8584692,201.0,0.0,208.0
228.704916,36.460204,201.0,0.0,209.0
260.8561868,300.2994984,201.0,0.0,210.0
84.1899256,250.24958199999998,201.0,0.0,211.0
105.4031352,330.4620308,201.0,0.0,212.0
218.4297676,330.4620308,201.0,0.0,213.0
253.2326896,207.82316279999998,201.0,0.0,214.0
94.7965304,176.3348048,201.0,0.0,215.0
172.1915998,6.9605844,201.0,0.0,216.0
203.18277319999999,68.2800184,201.0,0.0,217.0
176.9977176,261.18764319999997,201.0,0.0,218.0
233.3453056,225.7218084,201.0,0.0,219.0
186.2784968,237.6542388,201.0,0.0,220.0
267.8167712,218.09831119999998,201.0,0.0,221.0
11.9324304,240.30588999999998,201.0,0.0,222.0
170.0371332,240.63734639999998,201.0,0.0,223.0
299.96804199999997,210.1433576,201.0,0.0,224.0
164.40237439999999,87.5044896,201.0,0.0,225.0
224.7274392,277.42900679999997,201.0,0.0,226.0
228.704916,235.33404399999998,201.0,0.0,227.0
221.74433159999998,241.3002592,201.0,0.0,228.0
100.0998328,236.65986959999998,201.0,0.0,229.0
213.4579216,315.2150364,201.0,0.0,230.0
258.2045356,222.7387008,201.0,0.0,231.0
176.3348048,54.3588496,201.0,0.0,232.0
195.2278196,124.62760639999999,201.0,0.0,233.0
187.272866,242.2946284,201.0,0.0,234.0
237.98569519999998,336.428246,201.0,0.0,235.0
238.3171516,318.8610568,201.0,0.0,236.0
277.0975504,152.6356722,201.0,0.0,237.0
289.0299808,286.0468732,201.0,0.0,238.0
179.31791239999998,134.0741138,201.0,0.0,239.0
255.22142799999997,103.7458532,201.0,0.0,240.0
281.07502719999997,177.329174,201.0,0.0,241.0
167.7169384,26.8479684,201.0,0.0,242.0
131.91964719999999,108.7176992,201.0,0.0,243.0
193.2390812,283.72667839999997,201.0,0.0,244.0
200.53112199999998,262.8449252,201.0,0.0,245.0
286.3783296,203.18277319999999,201.0,0.0,246.0
137.2229496,91.8134228,201.0,0.0,247.0
249.25521279999998,220.0870496,201.0,0.0,248.0
10.9380612,244.9462796,201.0,0.0,249.0
15.246994399999998,113.6895452,201.0,0.0,250.0
236.991326,224.06452639999998,201.0,0.0,251.0
227.047634,265.16512,201.0,0.0,252.0
87.17303319999999,154.4586824,201.0,0.0,253.0
192.244712,131.2567344,201.0,0.0,254.0
19.5559276,138.5487752,201.0,0.0,255.0
276.766094,266.4909456,201.0,0.0,256.0
265.16512,331.7878564,201.0,0.0,257.0
287.7041552,229.03637239999998,201.0,0.0,258.0
141.2004264,128.2736268,201.0,0.0,259.0
198.5423836,314.2206672,201.0,0.0,260.0
276.766094,50.381372799999994,201.0,0.0,261.0
164.070918,93.8021612,201.0,0.0,262.0
222.4072444,228.704916,201.0,0.0,263.0
222.7387008,282.06939639999996,201.0,0.0,264.0
201.52549119999998,39.1118552,201.0,0.0,265.0
277.0975504,310.90610319999996,201.0,0.0,266.0
182.30102,201.1940348,201.0,0.0,267.0
181.3066508,57.341957199999996,201.0,0.0,268.0
196.55364519999998,109.71206839999999,201.0,0.0,269.0
229.03637239999998,145.1779032,201.0,0.0,270.0
138.8802316,20.8817532,201.0,0.0,271.0
181.9695636,108.7176992,201.0,0.0,272.0
232.3509364,150.48120559999998,201.0,0.0,273.0
245.9406488,323.0042618,201.0,0.0,274.0
235.66550039999998,251.90686399999998,201.0,0.0,275.0
20.8817532,198.2109272,201.0,0.0,276.0
158.10470279999998,97.77963799999999,201.0,0.0,277.0
188.2672352,336.09678959999997,201.0,0.0,278.0
255.22142799999997,332.1193128,201.0,0.0,279.0
272.12570439999996,69.60584399999999,201.0,0.0,280.0
248.2608436,125.6219756,201.0,0.0,281.0
185.9470404,120.6501296,201.0,0.0,282.0
301.625324,223.4016136,201.0,0.0,283.0
170.36858959999998,61.650890399999994,201.0,0.0,284.0
192.5761684,196.55364519999998,201.0,0.0,285.0
263.1763816,25.853599199999998,201.0,0.0,286.0
237.3227824,23.5334044,201.0,0.0,287.0
188.5986916,63.3081724,201.0,0.0,288.0
75.5720592,272.4571608,201.0,0.0,289.0
264.5022072,95.4594432,201.0,0.0,290.0
210.47481399999998,61.319433999999994,201.0,0.0,291.0
100.76274559999999,197.216558,201.0,0.0,292.0
171.69441519999998,143.8520776,201.0,0.0,293.0
256.87871,108.0547864,201.0,0.0,294.0
233.3453056,80.5439052,201.0,0.0,295.0
229.6992852,117.9984784,201.0,0.0,296.0
116.3411964,95.79089959999999,201.0,0.0,297.0
